Sample 239: No. iterations = 512, Error = 0.00259871
Sample 240: No. iterations = 512, Error = 0.00287072
Sample 241: No. iterations = 512, Error = 0.00296937
Sample 242: No. iterations = 512, Error = 0.0026347
Sample 243: No. iterations = 512, Error = 0.00294029
Sample 244: No. iterations = 512, Error = 0.00256577
Sample 245: No. iterations = 512, Error = 0.501914
Sample 246: No. iterations = 512, Error = 0.00156739
Sample 247: No. iterations = 512, Error = 0.00276629
Sample 248: No. iterations = 512, Error = 0.00301026
Sample 249: No. iterations = 512, Error = 0.00224067
Sample 250: No. iterations = 512, Error = 0.00118962
Sample 251: No. iterations = 512, Error = 0.00146847
Sample 252: No. iterations = 512, Error = 0.00202417
Sample 253: No. iterations = 512, Error = 0.00309134
Sample 254: No. iterations = 512, Error = 0.00247157
Sample 255: No. iterations = 512, Error = 0.00158538
Sample 256: No. iterations = 512, Error = 0.00166363
Sample 257: No. iterations = 512, Error = 0.0050799
Sample 258: No. iterations = 512, Error = 0.00250151
Sample 259: No. iterations = 512, Error = 0.00295175
Sample 260: No. iterations = 512, Error = 0.0027278
Sample 261: No. iterations = 512, Error = 0.00253477
Sample 262: No. iterations = 512, Error = 0.00179042
Sample 263: No. iterations = 512, Error = 0.00244913
Sample 264: No. iterations = 512, Error = 0.00105193
Sample 265: No. iterations = 512, Error = 0.0041458
Sample 266: No. iterations = 512, Error = 0.00190738
Sample 267: No. iterations = 512, Error = 0.0107386
Sample 268: No. iterations = 512, Error = 0.00256054
Sample 269: No. iterations = 512, Error = 0.00305283
Sample 270: No. iterations = 512, Error = 0.00315203
Sample 271: No. iterations = 187, Error = 0.00099983
Sample 272: No. iterations = 512, Error = 0.00336708
Sample 273: No. iterations = 512, Error = 0.00127869
Sample 274: No. iterations = 512, Error = 0.00124933
Sample 275: No. iterations = 512, Error = 0.00270616
Sample 276: No. iterations = 512, Error = 0.0016
Sample 277: No. iterations = 512, Error = 0.00111216
Sample 278: No. iterations = 512, Error = 0.00242391
Sample 279: No. iterations = 512, Error = 0.00330145
Sample 280: No. iterations = 512, Error = 0.00291857
Sample 281: No. iterations = 512, Error = 0.00296683
Sample 282: No. iterations = 512, Error = 0.00105933
Sample 283: No. iterations = 512, Error = 0.00211187
Sample 284: No. iterations = 512, Error = 0.00137473
Sample 285: No. iterations = 512, Error = 0.00319067
Sample 286: No. iterations = 512, Error = 0.00134182
Sample 287: No. iterations = 512, Error = 0.00202582
Sample 288: No. iterations = 512, Error = 0.00183907
Sample 289: No. iterations = 512, Error = 0.00280875
Sample 290: No. iterations = 512, Error = 0.00253126
Sample 291: No. iterations = 1, Error = 0.000656594
Sample 292: No. iterations = 512, Error = 0.00162137
Sample 293: No. iterations = 512, Error = 0.00161009
Sample 294: No. iterations = 512, Error = 0.00238252
Sample 295: No. iterations = 1, Error = 0.000298248
Sample 296: No. iterations = 512, Error = 0.00263372
Sample 297: No. iterations = 512, Error = 0.00163187
Sample 298: No. iterations = 1, Error = 0.000383893
Sample 299: No. iterations = 198, Error = 0.000999906
Sample 300: No. iterations = 512, Error = 0.00186377
Sample 301: No. iterations = 512, Error = 0.00168916
Sample 302: No. iterations = 326, Error = 0.0009997
Sample 303: No. iterations = 512, Error = 0.00133162
Sample 304: No. iterations = 512, Error = 0.00135318
Sample 305: No. iterations = 512, Error = 0.00279291
Sample 306: No. iterations = 512, Error = 0.00261289
Sample 307: No. iterations = 512, Error = 0.00235513
Sample 308: No. iterations = 512, Error = 0.00230416
Sample 309: No. iterations = 512, Error = 0.00257112
Sample 310: No. iterations = 512, Error = 0.0022126
Sample 311: No. iterations = 512, Error = 0.00153611
Sample 312: No. iterations = 512, Error = 0.00129454
Sample 313: No. iterations = 512, Error = 0.00259578
Sample 314: No. iterations = 512, Error = 0.00288777
Sample 315: No. iterations = 512, Error = 0.00149415
Sample 316: No. iterations = 512, Error = 0.0023965
Sample 317: No. iterations = 512, Error = 0.00266658
Sample 318: No. iterations = 512, Error = 0.00277379
Sample 319: No. iterations = 512, Error = 0.00191382
Sample 320: No. iterations = 512, Error = 0.00198521
Sample 321: No. iterations = 512, Error = 0.00229772
Sample 322: No. iterations = 512, Error = 0.00144915
Sample 323: No. iterations = 512, Error = 0.00199479
Sample 324: No. iterations = 512, Error = 0.00247447
Sample 325: No. iterations = 512, Error = 0.0015917
Sample 326: No. iterations = 512, Error = 0.0016542
Sample 327: No. iterations = 218, Error = 0.000999916
Sample 328: No. iterations = 512, Error = 0.00188981
Sample 329: No. iterations = 512, Error = 0.004752
Sample 330: No. iterations = 512, Error = 0.00280342
Sample 331: No. iterations = 512, Error = 0.00186882
Sample 332: No. iterations = 512, Error = 0.00120206
Sample 333: No. iterations = 512, Error = 0.00244741
Sample 334: No. iterations = 512, Error = 0.00280881
Sample 335: No. iterations = 512, Error = 0.00241701
Sample 336: No. iterations = 512, Error = 0.00178314
Sample 337: No. iterations = 512, Error = 0.00268285
Sample 338: No. iterations = 512, Error = 0.00149337
Sample 339: No. iterations = 512, Error = 0.00128661
Sample 340: No. iterations = 512, Error = 0.0017037
Sample 341: No. iterations = 512, Error = 0.00390238
Sample 342: No. iterations = 512, Error = 0.00142459
Sample 343: No. iterations = 512, Error = 0.00208192
Sample 344: No. iterations = 512, Error = 0.00310228
Sample 345: No. iterations = 512, Error = 0.00289628
Sample 346: No. iterations = 512, Error = 0.00268138
Sample 347: No. iterations = 512, Error = 0.00238745
Sample 348: No. iterations = 359, Error = 0.000999122
Sample 349: No. iterations = 512, Error = 0.00190647
Sample 350: No. iterations = 360, Error = 0.000999427
Sample 351: No. iterations = 512, Error = 0.00193443
Sample 352: No. iterations = 512, Error = 0.00212145
Sample 353: No. iterations = 512, Error = 0.0017451
Sample 354: No. iterations = 512, Error = 0.00213087
Sample 355: No. iterations = 512, Error = 0.00239437
Sample 356: No. iterations = 512, Error = 0.00237069
Sample 357: No. iterations = 512, Error = 0.00253583
Sample 358: No. iterations = 512, Error = 0.00129204
Sample 359: No. iterations = 512, Error = 0.00112672
Sample 360: No. iterations = 512, Error = 0.00178691
Sample 361: No. iterations = 512, Error = 0.00211744
Sample 362: No. iterations = 512, Error = 0.00130766
Sample 363: No. iterations = 512, Error = 0.00254329
Sample 364: No. iterations = 512, Error = 0.00153289
Sample 365: No. iterations = 512, Error = 0.0022144
Sample 366: No. iterations = 512, Error = 0.00100064
Sample 367: No. iterations = 512, Error = 0.00111503
Sample 368: No. iterations = 512, Error = 0.00153063
Sample 369: No. iterations = 512, Error = 0.00183134
Sample 370: No. iterations = 512, Error = 0.00162491
Sample 371: No. iterations = 512, Error = 0.00251126
Sample 372: No. iterations = 512, Error = 0.00104428
Sample 373: No. iterations = 512, Error = 0.00155586
Sample 374: No. iterations = 52, Error = 0.000998714
Sample 375: No. iterations = 512, Error = 0.00187128
Sample 376: No. iterations = 512, Error = 0.00126702
Sample 377: No. iterations = 512, Error = 0.00409872
Sample 378: No. iterations = 512, Error = 0.00109115
Sample 379: No. iterations = 512, Error = 0.00126601
Sample 380: No. iterations = 512, Error = 0.0012058
Sample 381: No. iterations = 512, Error = 0.00154649
Sample 382: No. iterations = 512, Error = 0.00116104
Sample 383: No. iterations = 512, Error = 0.00222585
Sample 384: No. iterations = 512, Error = 0.00185952
Sample 385: No. iterations = 512, Error = 0.00130514
Sample 386: No. iterations = 381, Error = 0.000999227
Sample 387: No. iterations = 512, Error = 0.00218131
Sample 388: No. iterations = 216, Error = 0.000999538
Sample 389: No. iterations = 512, Error = 0.00200005
Sample 390: No. iterations = 512, Error = 0.00204782
Sample 391: No. iterations = 512, Error = 0.00248646
Sample 392: No. iterations = 1, Error = 0.000802361
Sample 393: No. iterations = 512, Error = 0.00144558
Sample 394: No. iterations = 512, Error = 0.0021036
Sample 395: No. iterations = 512, Error = 0.00247237
Sample 396: No. iterations = 488, Error = 0.00099976
Sample 397: No. iterations = 512, Error = 0.0023556
Sample 398: No. iterations = 512, Error = 0.0024609
Sample 399: No. iterations = 512, Error = 0.00145305
Sample 400: No. iterations = 512, Error = 0.00168528
Sample 401: No. iterations = 512, Error = 0.00186283
Sample 402: No. iterations = 512, Error = 0.00176787
Sample 403: No. iterations = 512, Error = 0.00122199
Sample 404: No. iterations = 512, Error = 0.00205666
Sample 405: No. iterations = 512, Error = 0.00314356
Sample 406: No. iterations = 512, Error = 0.0018172
Sample 407: No. iterations = 512, Error = 0.00136521
Sample 408: No. iterations = 512, Error = 0.0010858
Sample 409: No. iterations = 1, Error = 0.000186621
Sample 410: No. iterations = 512, Error = 0.00183253
Sample 411: No. iterations = 460, Error = 0.000999441
Sample 412: No. iterations = 451, Error = 0.000999009
Sample 413: No. iterations = 512, Error = 0.00243569
Sample 414: No. iterations = 199, Error = 0.000999986
Sample 415: No. iterations = 512, Error = 0.00150727
Sample 416: No. iterations = 512, Error = 0.00258545
Sample 417: No. iterations = 512, Error = 0.00210301
Sample 418: No. iterations = 512, Error = 0.00209268
Sample 419: No. iterations = 512, Error = 0.00359202
Sample 420: No. iterations = 512, Error = 0.00256335
Sample 421: No. iterations = 512, Error = 0.00227453
Sample 422: No. iterations = 512, Error = 0.00133758
Sample 423: No. iterations = 512, Error = 0.00185543
Sample 424: No. iterations = 512, Error = 0.00177404
Sample 425: No. iterations = 512, Error = 0.00170638
Sample 426: No. iterations = 512, Error = 0.00152462
Sample 427: No. iterations = 512, Error = 0.00210675
Sample 428: No. iterations = 512, Error = 0.00144166
Sample 429: No. iterations = 314, Error = 0.000999288
Sample 430: No. iterations = 512, Error = 0.00110152
Sample 431: No. iterations = 512, Error = 0.00132526
Sample 432: No. iterations = 218, Error = 0.000997346
Sample 433: No. iterations = 373, Error = 0.00099947
Sample 434: No. iterations = 129, Error = 0.000999977
Sample 435: No. iterations = 512, Error = 0.00170822
Sample 436: No. iterations = 1, Error = 0.000691453
Sample 437: No. iterations = 512, Error = 0.00188038
Sample 438: No. iterations = 512, Error = 0.00139499
Sample 439: No. iterations = 512, Error = 0.00110084
Sample 440: No. iterations = 512, Error = 0.001693
Sample 441: No. iterations = 512, Error = 0.00190382
Sample 442: No. iterations = 512, Error = 0.0018118
Sample 443: No. iterations = 512, Error = 0.00119277
Sample 444: No. iterations = 512, Error = 0.00155498
Sample 445: No. iterations = 512, Error = 0.0281073
Sample 446: No. iterations = 480, Error = 0.000999745
Sample 447: No. iterations = 512, Error = 0.00184336
Sample 448: No. iterations = 512, Error = 0.002263
Sample 449: No. iterations = 512, Error = 0.00147601
Sample 450: No. iterations = 512, Error = 0.00129433
Sample 451: No. iterations = 1, Error = 0.000768521
Sample 452: No. iterations = 512, Error = 0.0014375
Sample 453: No. iterations = 512, Error = 0.0025905
Sample 454: No. iterations = 512, Error = 0.00157597
Sample 455: No. iterations = 355, Error = 0.00099942
Sample 456: No. iterations = 471, Error = 0.00099975
Sample 457: No. iterations = 512, Error = 0.00175524
Sample 458: No. iterations = 512, Error = 0.00203507
Sample 459: No. iterations = 447, Error = 0.0009993
Sample 460: No. iterations = 512, Error = 0.00207124
Sample 461: No. iterations = 512, Error = 0.00191586
Sample 462: No. iterations = 326, Error = 0.000999111
Sample 463: No. iterations = 267, Error = 0.000998489
Sample 464: No. iterations = 512, Error = 0.00181223
Sample 465: No. iterations = 512, Error = 0.00184405
Sample 466: No. iterations = 512, Error = 0.00129628
Sample 467: No. iterations = 14, Error = 0.000999013
Sample 468: No. iterations = 512, Error = 0.00153956
Sample 469: No. iterations = 512, Error = 0.0011685
Sample 470: No. iterations = 512, Error = 0.0014707
Sample 471: No. iterations = 512, Error = 0.00277636
Sample 472: No. iterations = 512, Error = 0.00247955
Sample 473: No. iterations = 512, Error = 0.00265105
Sample 474: No. iterations = 512, Error = 0.00121712
Sample 475: No. iterations = 512, Error = 0.00295474
Sample 476: No. iterations = 512, Error = 0.00266378
Sample 477: No. iterations = 512, Error = 0.0021929
Sample 478: No. iterations = 1, Error = 0.000496291
Sample 479: No. iterations = 512, Error = 0.00244903
Sample 480: No. iterations = 512, Error = 0.00122285
Sample 481: No. iterations = 512, Error = 0.00251081
Sample 482: No. iterations = 512, Error = 0.00179268
Sample 483: No. iterations = 512, Error = 0.00246369
Sample 484: No. iterations = 512, Error = 0.00183587
Sample 485: No. iterations = 148, Error = 0.000999651
Sample 486: No. iterations = 512, Error = 0.00172068
Sample 487: No. iterations = 512, Error = 0.00156302
Sample 488: No. iterations = 512, Error = 0.00190862
Sample 489: No. iterations = 512, Error = 0.500491
Sample 490: No. iterations = 512, Error = 0.00170984
Sample 491: No. iterations = 1, Error = 0.000465054
Sample 492: No. iterations = 512, Error = 0.00246924
Sample 493: No. iterations = 306, Error = 0.000999664
Sample 494: No. iterations = 512, Error = 0.0011911
Sample 495: No. iterations = 512, Error = 0.476105
Sample 496: No. iterations = 512, Error = 0.00112551
Sample 497: No. iterations = 512, Error = 0.00258724
Sample 498: No. iterations = 512, Error = 0.00226749
Sample 499: No. iterations = 512, Error = 0.00184302
Sample 500: No. iterations = 512, Error = 0.00144899
Sample 501: No. iterations = 512, Error = 0.00236916
Sample 502: No. iterations = 512, Error = 0.00242265
Sample 503: No. iterations = 512, Error = 0.00343604
Sample 504: No. iterations = 512, Error = 0.0024085
Sample 505: No. iterations = 512, Error = 0.00208586
Sample 506: No. iterations = 512, Error = 0.00170234
Sample 507: No. iterations = 512, Error = 0.00137443
Sample 508: No. iterations = 512, Error = 0.00129953
Sample 509: No. iterations = 512, Error = 0.00182915
Sample 510: No. iterations = 512, Error = 0.499947
Sample 511: No. iterations = 1, Error = 0.000484627
Sample 512: No. iterations = 512, Error = 0.00117113
Sample 513: No. iterations = 512, Error = 0.00158413
Sample 514: No. iterations = 359, Error = 0.000999539
Sample 515: No. iterations = 512, Error = 0.00108544
Sample 516: No. iterations = 512, Error = 0.00143716
Sample 517: No. iterations = 512, Error = 0.00123221
Sample 518: No. iterations = 512, Error = 0.00153777
Sample 519: No. iterations = 512, Error = 0.00142408
Sample 520: No. iterations = 512, Error = 0.00149608
Sample 521: No. iterations = 512, Error = 0.00189782
Sample 522: No. iterations = 512, Error = 0.00130988
Sample 523: No. iterations = 303, Error = 0.000999309
Sample 524: No. iterations = 512, Error = 0.00121972
Sample 525: No. iterations = 512, Error = 0.00109934
Sample 526: No. iterations = 512, Error = 0.00157315
Sample 527: No. iterations = 431, Error = 0.000998774
Sample 528: No. iterations = 512, Error = 0.00181217
Sample 529: No. iterations = 512, Error = 0.469315
Sample 530: No. iterations = 512, Error = 0.00105835
Sample 531: No. iterations = 512, Error = 0.00121978
Sample 532: No. iterations = 512, Error = 0.00332013
Sample 533: No. iterations = 512, Error = 0.00228155
Sample 534: No. iterations = 512, Error = 0.00187869
Sample 535: No. iterations = 512, Error = 0.00151314
Sample 536: No. iterations = 512, Error = 0.0013863
Sample 537: No. iterations = 512, Error = 0.00100842
Sample 538: No. iterations = 512, Error = 0.00139302
Sample 539: No. iterations = 1, Error = 3.08458e-005
Sample 540: No. iterations = 512, Error = 0.00133235
Sample 541: No. iterations = 512, Error = 0.451389
Sample 542: No. iterations = 512, Error = 0.00135382
Sample 543: No. iterations = 512, Error = 0.00137439
Sample 544: No. iterations = 512, Error = 0.00182068
Sample 545: No. iterations = 512, Error = 0.00160875
Sample 546: No. iterations = 512, Error = 0.0020647
Sample 547: No. iterations = 512, Error = 0.00212757
Sample 548: No. iterations = 512, Error = 0.00206408
Sample 549: No. iterations = 512, Error = 0.00185904
Sample 550: No. iterations = 491, Error = 0.00099999
Sample 551: No. iterations = 512, Error = 0.00168272
Sample 552: No. iterations = 512, Error = 0.0019392
Sample 553: No. iterations = 512, Error = 0.00112253
Sample 554: No. iterations = 1, Error = 0.000228449
Sample 555: No. iterations = 512, Error = 0.00185004
Sample 556: No. iterations = 1, Error = 0.000705471
Sample 557: No. iterations = 254, Error = 0.000999625
Sample 558: No. iterations = 512, Error = 0.00152503
Sample 559: No. iterations = 512, Error = 0.002222
Sample 560: No. iterations = 512, Error = 0.00188126
